text,class
"objets varies
dice",category
"metal
argenterie",category
"ra
etoffes",category
tapisseries - tapis d'orient,category
"gravures de sport
et autres",category
courtois (dit le bourguignon),author
lagrenee (l.),author
pillement,author
vernet (genre de,author
"argenterie ancienne et moderne
metal argente",category
boite en or du xviii siecle,category
"bois et pierres sculptes
objets divers",category
aivazovsky,author
babcock (attribue a w.),author
baziray,author
breughel (d'apres),author
ecole flamande (xvire siecle),ecole
ecole hollandaise (xixe siecle),ecole
ecole italienne (xvile siecle),ecole
fabris,author
lebrun (ecole de,author
palamede (genre de),author
poussin (dans le gout de),author
van beyeren (attribue a a.),author
van dyck (genre de),author
van elst (genre de peter cock),author
van huysun (ecole de),author
van kessel (d'apres,author
"orfevrerie
- metal",category
argent,category
"sculptures - pendules
objets divers",category
o coltura felice o ben spese ore,noise
quelques ff. jaunis; taches a la reliure des deux premiers volumesdes bibliotheques emmanuel martin et j. hartmann.,noise
naudin,author
mechin (a.,author
robbe (louis,author
"objets varies verrerie - objets de vitrine
argenterie glaces - sculptures",category
tapis - etoffes,category
van ostade (a.),author
marc antoine raimonde,author
bonnet (l. m.,author
des xviii et xix siecles,category
descourtes (c. m.),author
freudeberg (s.) (d'apres),author
jazet (j. p. m.),author
la joue (j. de) (d'apres,author
moreau le jeune (j. m.),author
bouillon,author
prudhon (p. p.) (d'apres,author
watteau (a.) et divers,author
tableaux et dessins,category
hoblema (genre de meindert),author
laplanche (pierre,author
ecole francaise (xvi1e siecle),ecole
ecole francaise (xixo siecle),ecole
intruments de musique,category
"lala
29",noise
"ceramique miniatures - boites en or
objets varies",category
sculptures ecran - trumeau,category
"tableaux anciens et modernes
gravures - dessins",category
berghem (attribue a),author
berghem (genre de),author
"ivoires - email - glaces
et verres de venise",category
"terre cuite - marbres
bronzes",category
"dessins, aquarelles, gouaches
pastels",category
naudin (bernard),author
sert (jose-maria,author
ceria (edmond,author
labat,author
lepine (stanislas),author
smith (francis,author
tassaert (nicolas-francois-octave),author
picasso,author
ballons,author
bance,author
boilly (l.) et,author
bonnet (l. m.),author
boucher (f.) d'apres,author
demarteau etc,author
parelle,author
sergent,author
wheatley (f.) d'apres,author
ecole francaise (debut xviii siecle,ecole
ecole francaise (xviiic siecle),ecole
ecole francaise (debut xix siecle),ecole
ecole hollandaise (xviiideg siecle),ecole
ecole italienne (xvi siecle),ecole
ecole italienne (xvii siecle),ecole
ecole romaine (xvi siecle),ecole
ecole romaine (xvii siecle,ecole
ecole venitienne (xviiideg siecle,ecole
breenbergh (attr. a bartholomeus),author
calame (attribue a,author
carrache (suite des,author
castiglione (giovanni,author
clermont (jean-francois,author
crussens (antoine),author
daumier (genre de,author
demarne (jean-louis,author
desfriches (genre de,author
ferrari (pietro),author
francart,author
"guerchin (giovanni francesco barbieri, dit le",author
"hoin (claude, jean-baptiste",author
huet (j.-b.,author
lepicie (michel fils,author
longhi (pietro,author
"lorrain (attribue a claude gelee, dit le",author
"lorrain (claude gelee, dit le)",author
marieschi (attr. a michele),author
moucheron (attr. a frederic de),author
nieuland (attr. a adriaen van),author
parmesan (attr. au,author
"parmesan (francois mazzuoli, dit le)",author
poussin (gaspard,author
redoute (attr. a,author
reni (guido,author
ricci (marco,author
roos (jean,author
savery (jacob,author
tiepolo (ecole de),author
tiepolo (domenico,author
turner (ecole de,author
xavery (franciscus),author
watteau (d'apres),author
"dessins - aquarelles
gouaches fixes",category
ecole allemande (xvie siecle,ecole
le clerc,author
lory (mathias),author
moreau (attribue a louis),author
(louismorin,author
"(attribue a
j.-b.van loo",author
vernet (carle),author
wille,author
(eugeneboudin,author
diaz de la pena (narcisse),author
diaz de la pena (narcisse,author
dufeu (e.,author
ecole italienne (xixdeg siecle,ecole
gentil (francois,author
laissement (henry,author
menne,author
moisset (marthe),author
paris (joseph),author
paris (joseph,author
scheulz de francfort (attribue a),author
"objets divers linge de table -verrerie
etains armes orientales",category
"bois sculptes terres cuites - marbre
sculptures",category
"editions originales
des",category
"dessins - aquarelles
pastel",category
carpentier - (de poitiers),author
deveria (eugene),author
accard (eugene),author
albane (attribue a francesco albani dit p'),author
bercheur (attribue a,author
bariome,author
bredael (attribue a peter van,author
champaigne (genre de philippe de,author
coypel (attribue a noel),author
delaroche (paul),author
dillens (hendrik) -- ecole belge,author
ecole allemande (xviideg siecle),ecole
ecole espagnole (xviiie siecle ),ecole
ecole espagnole (xixdeg siecle),ecole
ecole flamande (debut du xviie siecle),ecole
ecole francaise (fin du xviie siecle,ecole
ecole i italienne (xvdeg siecle,ecole
innocentia,author
malancon (h.,author
ecole polonaise,ecole
mostaert (ecole de jan,author
ostade (ecole de adrien van),author
potter (ecole de paul,author
rubens atelier de p.-p.),author
seghers (attribue a daniel) et schut (cornelis),author
stollser (jean1724 + 1785,author
tournieres (attribue a robert,author
valentin (ecole de jean de boullogne dit letos,author
wouvemans (attribue a philipp,author
ceramiques - etoffes,category
morelli,author
ecole francaise (xviiie siecleviit,ecole
objets varies verrerie - argenterie sculptures - glaces,category
tapis - etoffe,category
coypel (attribue a charles-antoine,author
"drouais (francois-hubert) paris, 1727 + paris, 1775",author
"greuze
(jean-baptiste) tournus, 1725 + paris, 1805",author
magnasco attribues a alessandro),author
"meusnier
(philippe) paris, 1655 + 1734",author
"perronneau
(jean-baptiste)
1715 + 1783",author
"teniers (david, le jeune) anvers, 1610 + 1690",author
"biscuits san-tsae
(trois couleurs) de la chine",category
dynastie des ming (1368-1644),author
"aquarelles, gouaches dessins, lithographies",category
angrand (charles,author
bosshard,author
cabanel (alexandre,author
calbet (a.,author
champagnac,author
sacha-guitry,author
hervier,author
manzana-pissarro,author
touchagues,author
vallotton (felix,author
zieleniewski,author
bardon (elisabeth,author
bellenot,author
berque (jean,author
boigegrain,author
cappiello,author
carriere (lisbeth),author
chaigneau (f.,author
decamps (attribue a,author
gernez,author
guiguet,author
hermine-david,author
lagar (celso,author
le sidaner,author
mignon (lucien),author
pailoche,author
ravlin,author
richard (maurice,author
sautin (rene),author
stevens (leopold,author
charpentier (alexandre),author
claudel,author
sehyler (theophile),author
deux tableaux,category
objets varies verrerie - objets de vitrine,category
tapisseries - tapis - etoffes,category
"livres anciens et modernes
la plupart bien relies",category
"beaux ouvrages
sur l'art de la ceramique francaise et etrangere
faiences, porcelaines, biscuits,
gres, poteries, etc. dates, caracteristiques, marques et",category
"documentation sur la ceramique
lot de dix-huit volumes pouvant etre divise",category
ceramique et divers avec reproductions et prix de vente,category
ouvrages dans differents genres,category
"gravures - tableaux
anciens et modernes",category
coutellier (par et d'apres),author
vernet (d'apres),author
thienon (louis),author
domingo,author
varenne,author
vigee (attribue a louis,author
courtois le bourguignon (ecole de,author
martin des batailles (attribue a,author
"ceramique objets de vitrine
objets varies",category
"sculptures barometre - glace
ecran",category
"etoffes - broderies
rideaux",category
tableaux - gravures - dessins,category
alaux (guillaume),author
ecole francaise (xviiisiecle),ecole
scott (g.),author
"bibelots et objets varies
en buis, argent, ivoire, etc.",category
"montres en or
du xviiie siecle",category
demarne (ecole de),author
boites - etuis - objets varies,category
"montres en pomponne, argent et or",category
(1848-1903),noise
"guys (constantin)
(1805-1892)",author
"monticelli (adolphe)
(1824-1886)",author
puvis de chavannes (p.,author
fragonard (genre de),author
oudry (dapres),author
"objets varies verrerie - cuivre - glaces
bois sculptes",category
tapisserie - tapis,category
bronzes - pendules - grille,category
tapis tentures,category
"la vente aura lieu
le",noise
"9, rue drouot
salle 7",noise
"mm. paul proute et h. m. petiet
marchands d'eslampes",noise
"tua la galerie <<images""",noise
la collection forgues,category
argente,category
terres cuites de nehavend,category
faiences des fouilles de rhages,category
faiences d'amol,category
faiences provenant de veramin,category
bronzes des fouilles du luristan,category
du ii au 1er millenaire avant j. c,noise
verres persans et arabes,category
"manuscrits persans, enluminures
pages de manuscrits",category
reliures et laques de la perse,category
faiences decoratives,category
bronzes et cuivres musulmans,category
tissus persans divers,category
toiles imprimees,category
m. georges blaizot,author
gravures - dessins - miniatures,category
metoyen (francois,author
raffet (denis-auguste-marie,author
cuyp (ecole d'albert),author
bassan (ecole des,author
matsys (ecole de quentin,author
kessel (attribue a jan i van),author
lithographie en couleurs,category
ecole espagnole (xixe siecle,ecole
ecole allemande (debut xixe siecle),ecole
ecole francaise (premier empire,ecole
ecole italienne (debut xixe siecle,ecole
"ecole francaise (debut xvii"")",ecole
ecole francaise (xvie siecle),ecole
ecole flamande (debut xviie siecle,ecole
ecole espagnole (xviiie siecle,ecole
ecole italienne (debut xvle siecle,ecole
ecole hollandaise (fin xvie siecle,ecole
ecole italienne (debut xvideg siecle,ecole
armes blanches,category
armes de jet et d'hast,category
armes a feu,category
"pieces d'armure et de harnois
casques",category
"coiffures - cuivrerie - accessoires
militaires du xix siecle",category
"bois, pierre, marbre sculptes
cires modelees",category
"decorations et insignes francais et etrangers
livre",category
grande-bretagne,category
autriche,category
angleterre,category
etats pontificaux,category
allemagne (bade et prusse),category
pays-bas et belgique,category
"olio
lao",noise
sculptures - pendule,category
sieges meubles - vitrines,category
epoque kienlong.,author
ceramique du japon et divers,category
bois sulptes,category
agates et pierres diverses,category
objets en argent,category
objets et tableaux francais,category
"lallie
(d'apres)",author
boizot louis,author
"argenterie ancienne et moderne
boite en or - bibelots",category
audureau,author
blondel,author
le sidener,author
ouxemans,author
point (victor),author
riblet,author
robert (genre de hubert),author
trie-bognet,author
utter,author
objets varies - sculptures,category
gravures - dessins,category
tentures - etoffes,category
dentelles - linge,category
tentures - tapis d'aubusson,category
"taeleaux gravures - dessins, etc",category
pils (j.),author
de wattine,author
gottlieb,author
leriche (attribue a),author
leve (f.),author
lint (a: van,author
"menn (barthelemy)
geneve, 1815 geneve, 1893",author
schlombra,author
wouvermans (ecole de),author
fixes,category
cires,category
"glaces - bronzes luminaires
pendules, etc.",category
a deux heures precises,noise
les livres pourront etre examines,category
"boilly (attribue a),",author
ecole hollandaise (xviiie siecle,ecole
allori dit le bronzino (attribue a alexandro),author
balande,author
espagnat (d,author
etains - metal argente,category
timbres-poste - objets de vitrine dentelles - sables - eventails,category
bronzes - lustres - glaces,category
alken (par et d'apres),author
bunbury (d'apres),author
desrais (d'apres) 5,author
lami (d'apres eugene,author
de castext,author
mercey,author
claude (e.,author
gudin (ecole de),author
lambinet,author
"objets de vitrine * objets varies - bronzes
ar 29990nda obstis
nin
o",category
gerardon,author
cheret (ch.,author
clair (ch.,author
communal,author
dagny,author
delestre (eugene,author
pinta,author
"teniers (david dit le jeune, attribue a1610-1694",author
"van velzen
1816-1853",author
vogler (p.,author
"objets de vitrine
objets divers",category
"bronzes garniture de cheminee
lustre",category
dentelles - fourrures,category
laques et bois sculptes,category
netsuke des xviii et xix siecles,category
livres et peintures,category
"gravures de modes
en couleurs",category
aquarelles - gouaches dessins anciens et modernes,category
dessins modernes,category
cassas (louis-francois),author
"ecole japonaise
(xixe siecle)",ecole
ecoles persane et indo-persane,ecole
kisling (m.),author
la rue (l.-ph. de,author
le guay (charles-etienne,author
"berghem
(ecole de n.",author
"ecole flamande
(debut xvie siecle)",ecole
"ecole italo-flamande
(debut xviie siecle)",ecole
"ecole provencale
(xviiie siecle)",ecole
"guardi
(ecole de f.)",author
"hoppner
(ecole de j.)",author
"kauffman
(attribue a angelica)",author
"mignard
(ecole de pierre)",author
monnoyer (jean-baptiste,author
pecheux (benoit,author
"rubens
(d'apres p.-p.",author
spaendonck (c. van),author
vallayer-coster (mme,author
"tableaux modernes
(xix siecle)",category
borrel (ch.,author
"boucher
(d'apres francois",author
buffet (paul,author
charpentier-bosio (gaston,author
ciceri (attribue a pierre-luc-charles,author
davidson (ezechiel,author
"delacroix
(ecole de eugene",author
delisle (h.),author
dickens (ch.),author
"ecole anglaise
(debut du xixe siecle)",ecole
"ecole anglaise
(premiere moitie du xixe siecle",ecole
"ecole francaise
(milieu du xixe siecle)",ecole
foneche (a.,author
garaud (gustave,author
gallard-lepinay (emmanuel,author
ibels (h.-g.,author
isabey (eugene),author
leveau (alphonse-hippolyte),author
